name,website,short_description,linkedin,categories,num_employees_enum,locations,founded_on,operating_status,founders
vitaltech,https://vitaltechsolutions.com/,vitaltech is a prominent outsourced IT services provider focused to provide a human IT experience through flexible products and services.,https://www.linkedin.com/company/vitaltechchicago/,"Consulting, Information Technology, Outsourcing",c_00001_00010,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2008,active,
vivid studios,http://www.vividstudiosinc.com,"Vivid Studios, Inc provides photography services as well as designing.",,"Graphic Design, Photography, Web Design",c_00051_00100,"San Francisco Bay Area, West Coast, Western US",1/1/2004,active,Nathan Shedroff
vivienda2,https://www.vivienda2.com/,"vivienda2 is a real estate marketplace that offers a platform to rent, buy or sell properties.",https://www.linkedin.com/company/vivienda2/,"Property Management, Real Estate, Rental Property",c_00101_00250,"East Coast, Southern US",1/1/1984,active,
vivitide,https://vivitide.com/,Vivitide specializes in antibody packages and custom peptide synthesis services for small and large scale industries,https://www.linkedin.com/company/vivitide/,"Biotechnology, Life Science",c_00101_00250,"East Coast, New England, Northeastern US",1/1/1998,active,Samuel Massoni
vlinder,https://vlinder.io/,"Blockchain, Provenance, Decentralized ID, SaaS, Platform, Digital Twin, NFT, Ethereum, Polygon, LACChain",https://www.linkedin.com/company/14418352/admin/,"Blockchain, FinTech, Information Technology, InsurTech, Software",c_00011_00050,"East Coast, Northeastern US",1/1/2018,active,"Gururaja UN, Kaliraj Subra Manian, Malini Srinivasan"
vllmax,https://www.vllmax.com,"Cornrex, Inc. offers consultancy for enterprise cloud implementation and optimization.",,"Cloud Management, CRM, SaaS",c_00011_00050,Southern US,,active,
vmXcloud,https://www.vmxcloud.com,"vmXcloud is a hyper-scale cloud builder and asset-heavy MSP that provides SDDC, private cloud, and other cloud-related services.",https://www.linkedin.com/company/vmxcloud,"Cloud Data Services, Cyber Security, Information Technology",c_00051_00100,"Greater New York Area, East Coast, Northeastern US",1/1/2003,active,
vmock.com,http://vmock.com,VMock.com develops an online platform that facilitates talent short-listing and executive learning and development (ELD).,https://www.linkedin.com/company/vmock-inc-,"Enterprise Software, Online Portals, Service Industry",c_00011_00050,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2009,active,"Christopher Koo, Salil Pande"
vocalize.ai,http://www.vocalize.ai,a test suite for advancing conversations between humans and computers,https://www.linkedin.com/company/vocalize-ai,"Analytics, Artificial Intelligence (AI), Big Data, Consumer Electronics, Information Technology, Software",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",9/8/2017,active,
vodaland,https://vodaland-usa.com/,"Vodaland designs and manufactures a wide range of solutions. Keeping our environment, land, and future improvement as our primary objective.",,Manufacturing,c_00001_00010,Midwestern US,1/1/1916,active,
voestalpine Roll Forming,http://www.rfcorp.com,voestalpine Roll Forming provides custom roll formed metal components.,https://www.linkedin.com/company/voestalpine-roll-forming-corporation/,"Industrial Manufacturing, Precious Metals, Sales",c_10001_max,Southern US,1/1/1947,active,
voice Over Artist,http://www.voiceartistes.com,Voice over artist is a provider of voice over services for various media clientele.,,"Internet, Telecommunications",,"Greater Los Angeles Area, West Coast, Western US",,active,
voicelogic.com,http://www.voicelogic.com,"VoiceLogic is a provider of call center services, voice broadcasting, and fax broadcast services.",https://www.linkedin.com/company/voicelogic.com,"Audio, Broadcasting, Customer Service, Public Relations, Telecommunications",c_00011_00050,Great Lakes,1/1/1997,active,
volScout,https://www.volscout.com,volScout offers managed option strategy services to wealth management and institutional clients.,https://www.linkedin.com/company/volscout-llc,"B2B, Consulting, Financial Services",,"East Coast, New England, Northeastern US",1/1/2020,active,"Brad Berggren, Jonathan Orseck"
voltWALL,https://voltwall.com/,voltWALL is a modular renewable energy storage systems manufacturer,https://www.linkedin.com/company/voltwall/,,c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2018,active,Aldo Grech
voltawriter,http://www.voltawriter.com/,Maker of Volta - The Old School Word Processor Built for the Cloud,https://www.linkedin.com/company/writerboy,"Cloud Computing, Publishing",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",,active,Joel Cox
volumebilling.com,https://volumebilling.com,Monetize 5G and edge devices usage data & Sales (SAAS).,,"Analytics, Information Technology, SaaS",c_00001_00010,"Dallas/Fort Worth Metroplex, Southern US",6/1/2019,active,
"von Briesen & Roper, s.c.",http://vonbriesen.com,von Briesen & Roper is a legal services company that offers risk management services.,https://www.linkedin.com/company/von-briesen-and-roper-s.c.,"Consulting, Legal",c_00251_00500,"Great Lakes, Midwestern US",1/1/1904,active,
von Goins,https://www.vongoins.com,von Goins is a consulting company that provides business consulting and supply chain management services.,https://www.linkedin.com/company/vongoins-corporation/,"Business Intelligence, Management Consulting, Supply Chain Management, Training",c_00011_00050,"Washington DC Metro Area, Southern US",1/1/2002,active,
von Halle Brokerage Group,https://www.vonhalle.com,"Von Halle Brokerage Grp. offers insurance services, employee benefits, and wealth preservation solutions.",https://www.linkedin.com/company/von-halle-brokerage-group,"Financial Services, Insurance, Professional Services, Wealth Management",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/1976,active,
voor,https://www.voor3d.com/,"SaaS virtual merchandising showrooms for fashion brands. Redesigning its business model to be synchronous, agile, & truly sustainable.",https://www.linkedin.com/company/voor3d/,"3D Technology, Augmented Reality, B2B, CAD, Fashion, Mobile Apps, Retail Technology, SaaS, Virtual Reality, Web Apps",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",11/1/2018,active,Tracy Wong
vossaactive,https://vossaactive.com/,VOSSA The perfect combination between active and dailywear. The brand focuses on women and their lifestyle.,https://www.linkedin.com/company/vossaactive,E-Commerce,c_00011_00050,"East Coast, Southern US",4/16/2020,active,
voterVOICE,http://www.votervoice.net,VoterVoice helps organizations implement online government affairs.,http://www.linkedin.com/company/2558889,"Customer Service, Government, Service Industry",c_00011_00050,Southern US,1/1/2000,active,Neal Fuller
voyay!ge,https://voyayge.com,Platform for crafted travel experiences.,https://www.linkedin.com/company/voyay-ge-inc/,Travel,c_00001_00010,Western US,7/27/2020,active,Vijay Kompella
voyurl,http://voyurl.com/beta,Voyurl is a browser plugin and web app that helps users quantify their online browsing habits and find similar contents online,,"Content, Real Time",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",1/1/2009,active,
vpnAlert,https://vpnalert.com/,The Most Honest & Comprehensive VPN Reviews,https://www.linkedin.com/company/vpnalert/,,,"West Coast, Western US",,active,
vpnMentor,https://www.vpnmentor.com/,"vpnMentor offer users a really honest, committed and helpful tool when navigating VPNs and web privacy.",https://www.linkedin.com/company/vpnmentor,"Network Security, Software",,"Greater Seattle Area, West Coast, Western US",1/1/2014,active,
vpntesting,https://www.vpntesting.com,VPN review website,,"Information Technology, Internet",c_00001_00010,"San Francisco Bay Area, West Coast, Western US",3/2/2017,active,
vrWiz Inc.,https://www.vrwiz.co,vrWiz is a  3D communication company specializing  in virtual reality.,https://www.linkedin.com/company/vrwiz/,"3D Technology, Software, Virtual Reality",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",12/1/2018,active,
vrb marketing,https://www.vrbmarketing.com,"Vrb Marketing offers consulting, SEO, email marketing, and social media marketing.",https://www.linkedin.com/company/vrb-marketing/,"Consulting, Email Marketing, SEO, Social Media Marketing",c_00011_00050,"Dallas/Fort Worth Metroplex, Southern US",,active,
vrs Adjusters,https://vrsadjusters.com/,vrs adjusters is committed to providing the most efficient loss adjustment and claims management services.,https://www.linkedin.com/company/vrs-adjusters,"Commercial, Industrial, Insurance",c_01001_05000,"Greater Chicago Area, Great Lakes, Midwestern US",1/1/2003,active,
vrupgrade.com,http://vrupgrade.com,Using the reviews of vacation renters to improve vacation rentals.,,Travel,c_00001_00010,"Greater San Diego Area, West Coast, Western US",1/1/2015,active,Dave Haskell
vs24,https://www.virtualstaging.com,VS24 is an interior designing company offering virtual staging and image enhancement.,https://www.linkedin.com/company/virtualstaging,"Home Decor, Home Improvement, Interior Design",c_00011_00050,"Greater Seattle Area, West Coast, Western US",1/1/2019,active,
vsNew,https://vsNew.com,EV Battery Health Reports,,"Automotive, Electric Vehicle",c_00001_00010,"Greater New York Area, East Coast, Northeastern US",7/31/2021,active,
vspotz.com,https://vspotz.com,vspotz offers a search engine that enables its users to search and find local events and venues.,https://www.linkedin.com/company/vspotz,"Event Management, Events, Search Engine",,"Greater New York Area, East Coast, Northeastern US",1/1/2016,active,
vstudio,https://vstudio.live,"vstudio is a platform that empowers instructors to make the world more active and well, on their own terms.",https://www.linkedin.com/company/vstudiolive/,,c_00001_00010,"West Coast, Western US",5/28/2020,active,
vteams,https://vteams.com,"vteams is a software company that provides virtual, software engineers with innovative solutions for online businesses.",https://www.linkedin.com/company/vteams1,"Information Technology, Internet, Software",c_00501_01000,"Greater San Diego Area, West Coast, Western US",1/1/1996,active,
vuRoyal,https://www.vuroyal.com/contact,vuRoyal is a pharmaceutical company that distributes drugs.,https://www.linkedin.com/company/vuroyal/ ,"Delivery, Medical, Pharmaceutical",c_00011_00050,"Greater Boston Area, East Coast, New England, Northeastern US",1/1/2016,active,
vushaper,http://vushaper.com,Vushaper is a company that develops software to provide unique television experiences for viewers.,,"Content Delivery Network, iOS, Mobile, Software, Video, Web Development",c_00001_00010,"West Coast, Western US",1/1/2012,active,Dwight Marcus
vvall,http://vvall.com,Curate your memories with friends.,,Mobile,c_00001_00010,"San Francisco Bay Area, Silicon Valley, West Coast, Western US",1/1/2011,active,
vvill,https://www.vvill.co/,"vvill is a social media advertising agency, specializing in Instagram campaigns, and digital commerce media buying for enterprise clients.",https://www.linkedin.com/company/vvill/,"Advertising, E-Commerce, Social Media",c_00001_00010,"Greater Los Angeles Area, West Coast, Western US",1/1/2017,active,
vxFusion,https://vxfusion.com,"vxFusion specializes in WordPress, SEO, web development, graphic design, and web hosting services.",https://www.linkedin.com/company/vxfusion,"Graphic Design, SEO, Web Design, Web Development, Web Hosting",c_00001_00010,Great Lakes,1/1/2009,active,
vxIntel,https://www.vxintel.io/,vxIntel is specializing in large volume binary and threat intelligence feeds for consumption by the anti-malware industry.,https://www.linkedin.com/company/vxintel/,"Cyber Security, Software",,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",1/1/2017,active,
